,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
291,2015,1,1,4,EV,5978,N21129,FAR,ORD,600,603.0,3.0,37.0,640.0,123.0,120.0,78.0,557,758.0,5.0,803,803.0,0.0,0,0,,,,,,
292,2015,1,1,4,EV,5917,N13997,JAN,ORD,600,556.0,-4.0,13.0,609.0,134.0,119.0,99.0,677,748.0,7.0,814,755.0,-19.0,0,0,,,,,,
293,2015,1,1,4,EV,6133,N12996,ERI,ORD,600,616.0,16.0,11.0,627.0,92.0,95.0,79.0,398,646.0,5.0,632,651.0,19.0,0,0,,3.0,0.0,16.0,0.0,0.0
294,2015,1,1,4,EV,6082,N12122,ATW,ORD,600,600.0,0.0,15.0,615.0,63.0,63.0,37.0,160,652.0,11.0,703,703.0,0.0,0,0,,,,,,
295,2015,1,1,4,EV,6122,N16559,LEX,ORD,600,556.0,-4.0,11.0,607.0,90.0,83.0,65.0,323,612.0,7.0,630,619.0,-11.0,0,0,,,,,,
296,2015,1,1,4,EV,6143,N12921,CWA,ORD,600,550.0,-10.0,25.0,615.0,76.0,83.0,47.0,212,702.0,11.0,716,713.0,-3.0,0,0,,,,,,
297,2015,1,1,4,F9,865,,MSO,DEN,600,,,,,120.0,,,679,,,800,,,0,1,A,,,,,
298,2015,1,1,4,F9,1256,,ORD,MIA,600,,,,,180.0,,,1197,,,1000,,,0,1,A,,,,,
299,2015,1,1,4,F9,1104,N211FR,CLE,FLL,600,556.0,-4.0,10.0,606.0,175.0,157.0,142.0,1062,828.0,5.0,855,833.0,-22.0,0,0,,,,,,
300,2015,1,1,4,F9,1057,N919FR,IAH,SFO,600,552.0,-8.0,16.0,608.0,260.0,262.0,237.0,1635,805.0,9.0,820,814.0,-6.0,0,0,,,,,,
301,2015,1,1,4,F9,144,N924FR,SEA,DEN,600,605.0,5.0,10.0,615.0,153.0,148.0,131.0,1024,926.0,7.0,933,933.0,0.0,0,0,,,,,,
302,2015,1,1,4,F9,1056,N929FR,SFO,IAH,600,552.0,-8.0,15.0,607.0,225.0,234.0,209.0,1635,1136.0,10.0,1145,1146.0,1.0,0,0,,,,,,
303,2015,1,1,4,F9,901,N939FR,TTN,ATL,600,557.0,-3.0,10.0,607.0,139.0,131.0,109.0,701,756.0,12.0,819,808.0,-11.0,0,0,,,,,,
304,2015,1,1,4,F9,902,N949FR,ATL,TTN,600,619.0,19.0,11.0,630.0,110.0,115.0,98.0,701,808.0,6.0,750,814.0,24.0,0,0,,5.0,0.0,19.0,0.0,0.0
305,2015,1,1,4,HA,202,N491HA,HNL,ITO,600,553.0,-7.0,12.0,605.0,50.0,53.0,36.0,216,641.0,5.0,650,646.0,-4.0,0,0,,,,,,
306,2015,1,1,4,MQ,2898,N514MQ,MAF,DFW,600,,,,,70.0,,,309,,,710,,,0,1,B,,,,,
307,2015,1,1,4,MQ,2957,N504MQ,AMA,DFW,600,,,,,80.0,,,312,,,720,,,0,1,B,,,,,
308,2015,1,1,4,MQ,2962,N609MQ,CLL,DFW,600,,,,,60.0,,,164,,,700,,,0,1,B,,,,,
309,2015,1,1,4,MQ,3014,N908MQ,HOU,DFW,600,,,,,70.0,,,247,,,710,,,0,1,B,,,,,
310,2015,1,1,4,MQ,3015,N825MQ,DFW,BTR,600,,,,,78.0,,,383,,,718,,,0,1,B,,,,,
311,2015,1,1,4,MQ,3079,N646MQ,JLN,DFW,600,,,,,80.0,,,327,,,720,,,0,1,B,,,,,
312,2015,1,1,4,MQ,3189,N532MQ,CID,DFW,600,,,,,140.0,,,685,,,820,,,0,1,B,,,,,
313,2015,1,1,4,MQ,3302,N649MQ,MLI,DFW,600,,,,,145.0,,,691,,,825,,,0,1,B,,,,,
314,2015,1,1,4,MQ,3338,N925MQ,GSP,DFW,600,,,,,170.0,,,862,,,750,,,0,1,B,,,,,
315,2015,1,1,4,MQ,3350,N830MQ,RDU,JFK,600,555.0,-5.0,32.0,627.0,95.0,103.0,64.0,427,731.0,7.0,735,738.0,3.0,0,0,,,,,,
316,2015,1,1,4,MQ,3355,N618MQ,CVG,MIA,600,556.0,-4.0,15.0,611.0,153.0,150.0,123.0,948,814.0,12.0,833,826.0,-7.0,0,0,,,,,,
317,2015,1,1,4,MQ,3251,N615MQ,MHK,DFW,600,,,,,100.0,,,431,,,740,,,0,1,B,,,,,
318,2015,1,1,4,MQ,3377,N631MQ,MOB,DFW,600,,,,,110.0,,,539,,,750,,,0,1,B,,,,,
319,2015,1,1,4,MQ,3441,N698MQ,TLH,DFW,600,,,,,150.0,,,767,,,730,,,0,1,B,,,,,
320,2015,1,1,4,MQ,3540,N602MQ,PNS,MIA,600,555.0,-5.0,18.0,613.0,103.0,96.0,73.0,530,826.0,5.0,843,831.0,-12.0,0,0,,,,,,
321,2015,1,1,4,MQ,3488,N620MQ,BHM,MIA,600,600.0,0.0,19.0,619.0,117.0,112.0,87.0,661,846.0,6.0,857,852.0,-5.0,0,0,,,,,,
322,2015,1,1,4,MQ,3597,N612MQ,CVG,DFW,600,,,,,165.0,,,812,,,745,,,0,1,B,,,,,
323,2015,1,1,4,MQ,3611,N902MQ,CAE,DFW,600,,,,,185.0,,,922,,,805,,,0,1,B,,,,,
324,2015,1,1,4,MQ,3678,N625MQ,TXK,DFW,600,,,,,60.0,,,181,,,700,,,0,1,B,,,,,
325,2015,1,1,4,NK,188,N505NK,OAK,LAS,600,551.0,-9.0,10.0,601.0,83.0,84.0,68.0,407,709.0,6.0,723,715.0,-8.0,0,0,,,,,,
326,2015,1,1,4,NK,925,N634NK,DFW,OAK,600,600.0,0.0,13.0,613.0,238.0,209.0,188.0,1457,721.0,8.0,758,729.0,-29.0,0,0,,,,,,
327,2015,1,1,4,NK,943,N605NK,ACY,RSW,600,742.0,102.0,10.0,752.0,171.0,155.0,141.0,982,1013.0,4.0,851,1017.0,86.0,0,0,,86.0,0.0,0.0,0.0,0.0
328,2015,1,1,4,NK,316,N601NK,DTW,LGA,600,558.0,-2.0,11.0,609.0,98.0,158.0,67.0,502,716.0,80.0,738,836.0,58.0,0,0,,58.0,0.0,0.0,0.0,0.0
329,2015,1,1,4,NK,972,N606NK,DFW,FLL,600,603.0,3.0,56.0,659.0,159.0,191.0,131.0,1119,1010.0,4.0,939,1014.0,35.0,0,0,,35.0,0.0,0.0,0.0,0.0
330,2015,1,1,4,OO,2622,N492SW,SMF,LAX,600,551.0,-9.0,31.0,622.0,90.0,97.0,61.0,373,723.0,5.0,730,728.0,-2.0,0,0,,,,,,
331,2015,1,1,4,OO,6360,N952SW,RAP,DEN,600,600.0,0.0,33.0,633.0,82.0,90.0,49.0,300,722.0,8.0,722,730.0,8.0,0,0,,,,,,
332,2015,1,1,4,OO,6369,N763SK,TUS,SFO,600,604.0,4.0,22.0,626.0,134.0,136.0,108.0,751,714.0,6.0,714,720.0,6.0,0,0,,,,,,
333,2015,1,1,4,OO,5330,N652BR,EAU,ORD,600,552.0,-8.0,9.0,601.0,79.0,58.0,43.0,268,644.0,6.0,719,650.0,-29.0,0,0,,,,,,
334,2015,1,1,4,OO,5292,N971SW,DLH,ORD,600,556.0,-4.0,31.0,627.0,96.0,96.0,58.0,397,725.0,7.0,736,732.0,-4.0,0,0,,,,,,
335,2015,1,1,4,OO,6276,N715SK,FSD,ORD,600,557.0,-3.0,27.0,624.0,96.0,101.0,67.0,462,731.0,7.0,736,738.0,2.0,0,0,,,,,,
336,2015,1,1,4,OO,6235,N114SY,AUS,SFO,600,556.0,-4.0,21.0,617.0,249.0,237.0,213.0,1504,750.0,3.0,809,753.0,-16.0,0,0,,,,,,
337,2015,1,1,4,OO,3489,N227AG,FAT,SEA,600,557.0,-3.0,22.0,619.0,130.0,136.0,110.0,748,809.0,4.0,810,813.0,3.0,0,0,,,,,,
338,2015,1,1,4,OO,3461,N223AG,ONT,PDX,600,550.0,-10.0,15.0,605.0,147.0,138.0,119.0,838,804.0,4.0,827,808.0,-19.0,0,0,,,,,,
339,2015,1,1,4,OO,7423,N427SW,INL,BRD,600,550.0,-10.0,31.0,621.0,58.0,65.0,30.0,153,651.0,4.0,658,655.0,-3.0,0,0,,,,,,
340,2015,1,1,4,OO,5318,N946SW,CMX,ORD,600,,,,,87.0,,,359,,,627,,,0,1,B,,,,,
341,2015,1,1,4,OO,5445,N579SW,SMF,SFO,600,,,,,52.0,,,86,,,652,,,0,1,A,,,,,
342,2015,1,1,4,OO,5242,N744SK,BOI,LAX,600,639.0,39.0,24.0,703.0,130.0,121.0,89.0,674,732.0,8.0,710,740.0,30.0,0,0,,0.0,0.0,30.0,0.0,0.0
343,2015,1,1,4,OO,5462,N929EV,SPI,ORD,600,604.0,4.0,20.0,624.0,64.0,65.0,39.0,174,703.0,6.0,704,709.0,5.0,0,0,,,,,,
344,2015,1,1,4,OO,5466,N568SW,CLD,LAX,600,654.0,54.0,48.0,742.0,51.0,85.0,24.0,86,806.0,13.0,651,819.0,88.0,0,0,,34.0,0.0,0.0,0.0,54.0
345,2015,1,1,4,OO,5550,N594SW,COD,DEN,600,559.0,-1.0,27.0,626.0,93.0,93.0,58.0,391,724.0,8.0,733,732.0,-1.0,0,0,,,,,,
346,2015,1,1,4,OO,5574,N563SW,FAT,SFO,600,600.0,0.0,40.0,640.0,74.0,81.0,37.0,158,717.0,4.0,714,721.0,7.0,0,0,,,,,,
347,2015,1,1,4,MQ,3221,N682MQ,CMH,MIA,600,555.0,-5.0,17.0,612.0,166.0,160.0,137.0,990,829.0,6.0,846,835.0,-11.0,0,0,,,,,,
348,2015,1,1,4,MQ,3224,N631MQ,LRD,DFW,600,,,,,80.0,,,396,,,720,,,0,1,B,,,,,
349,2015,1,1,4,OO,5522,N796SK,PSC,DEN,600,601.0,1.0,22.0,623.0,142.0,145.0,115.0,852,918.0,8.0,922,926.0,4.0,0,0,,,,,,
350,2015,1,1,4,OO,5592,N494CA,CPR,DEN,600,604.0,4.0,31.0,635.0,72.0,77.0,39.0,230,714.0,7.0,712,721.0,9.0,0,0,,,,,,
351,2015,1,1,4,OO,5604,N292SW,ACV,SFO,600,550.0,-10.0,29.0,619.0,83.0,103.0,69.0,250,728.0,5.0,723,733.0,10.0,0,0,,,,,,
352,2015,1,1,4,OO,5170,N791SK,DAL,IAH,600,622.0,22.0,12.0,634.0,68.0,58.0,41.0,216,715.0,5.0,708,720.0,12.0,0,0,,,,,,
353,2015,1,1,4,OO,5429,N958SW,PAH,ORD,600,551.0,-9.0,8.0,559.0,93.0,79.0,66.0,342,705.0,5.0,733,710.0,-23.0,0,0,,,,,,
354,2015,1,1,4,OO,5435,N976SW,PSC,SFO,600,556.0,-4.0,37.0,633.0,127.0,130.0,89.0,620,802.0,4.0,807,806.0,-1.0,0,0,,,,,,
355,2015,1,1,4,OO,6378,N767SK,CID,ORD,600,610.0,10.0,8.0,618.0,68.0,57.0,43.0,196,701.0,6.0,708,707.0,-1.0,0,0,,,,,,
356,2015,1,1,4,OO,6401,N740SK,EUG,SFO,600,557.0,-3.0,19.0,616.0,96.0,92.0,69.0,451,725.0,4.0,736,729.0,-7.0,0,0,,,,,,
357,2015,1,1,4,OO,6332,N708SK,DFW,DEN,600,556.0,-4.0,27.0,623.0,125.0,138.0,100.0,641,703.0,11.0,705,714.0,9.0,0,0,,,,,,
358,2015,1,1,4,OO,6346,N291SW,MRY,SFO,600,555.0,-5.0,13.0,608.0,46.0,39.0,21.0,77,629.0,5.0,646,634.0,-12.0,0,0,,,,,,
359,2015,1,1,4,OO,6465,N495CA,SLC,LAX,600,604.0,4.0,32.0,636.0,132.0,122.0,85.0,590,701.0,5.0,712,706.0,-6.0,0,0,,,,,,
360,2015,1,1,4,OO,7392,N438SW,ESC,DTW,600,558.0,-2.0,15.0,613.0,87.0,68.0,47.0,306,700.0,6.0,727,706.0,-21.0,0,0,,,,,,
361,2015,1,1,4,OO,6403,N983SW,MFR,SFO,600,557.0,-3.0,26.0,623.0,89.0,86.0,55.0,329,718.0,5.0,729,723.0,-6.0,0,0,,,,,,
362,2015,1,1,4,OO,6497,N913SW,FAT,DEN,600,559.0,-1.0,34.0,633.0,145.0,179.0,132.0,844,945.0,13.0,925,958.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0
363,2015,1,1,4,UA,576,N817UA,SFO,EWR,601,552.0,-9.0,17.0,609.0,331.0,317.0,292.0,2565,1401.0,8.0,1432,1409.0,-23.0,0,0,,,,,,
364,2015,1,1,4,UA,1410,N76523,LAS,IAH,601,601.0,0.0,13.0,614.0,175.0,168.0,149.0,1222,1043.0,6.0,1056,1049.0,-7.0,0,0,,,,,,
365,2015,1,1,4,UA,1689,N39461,EWR,SFO,601,602.0,1.0,11.0,613.0,399.0,378.0,355.0,2565,908.0,12.0,940,920.0,-20.0,0,0,,,,,,
366,2015,1,1,4,EV,6020,N11121,ISN,DEN,601,559.0,-2.0,29.0,628.0,129.0,122.0,83.0,576,651.0,10.0,710,701.0,-9.0,0,0,,,,,,
367,2015,1,1,4,HA,113,N486HA,HNL,LIH,601,557.0,-4.0,10.0,607.0,37.0,39.0,23.0,102,630.0,6.0,638,636.0,-2.0,0,0,,,,,,
368,2015,1,1,4,OO,5629,N726SK,PSP,SFO,601,632.0,31.0,11.0,643.0,94.0,80.0,65.0,421,748.0,4.0,735,752.0,17.0,0,0,,0.0,0.0,0.0,0.0,17.0
369,2015,1,1,4,OO,6420,N924SW,PSP,DEN,601,812.0,131.0,8.0,820.0,131.0,144.0,107.0,776,1107.0,29.0,912,1136.0,144.0,0,0,,13.0,0.0,0.0,0.0,131.0
370,2015,1,1,4,UA,223,N816UA,SAT,IAH,602,610.0,8.0,14.0,624.0,58.0,50.0,31.0,191,655.0,5.0,700,700.0,0.0,0,0,,,,,,
371,2015,1,1,4,UA,996,N406UA,LAX,EWR,603,603.0,0.0,16.0,619.0,319.0,287.0,263.0,2454,1342.0,8.0,1422,1350.0,-32.0,0,0,,,,,,
372,2015,1,1,4,UA,1721,N75425,LAX,SFO,603,601.0,-2.0,13.0,614.0,87.0,75.0,54.0,337,708.0,8.0,730,716.0,-14.0,0,0,,,,,,
373,2015,1,1,4,EV,4390,N15986,CLE,IAD,603,558.0,-5.0,18.0,616.0,82.0,86.0,44.0,288,700.0,24.0,725,724.0,-1.0,0,0,,,,,,
374,2015,1,1,4,EV,5732,N833AS,CAE,IAD,603,605.0,2.0,21.0,626.0,82.0,87.0,62.0,401,728.0,4.0,725,732.0,7.0,0,0,,,,,,
375,2015,1,1,4,F9,756,N948FR,PHX,DEN,603,603.0,0.0,25.0,628.0,107.0,111.0,79.0,602,747.0,7.0,750,754.0,4.0,0,0,,,,,,
376,2015,1,1,4,UA,234,N838UA,SMF,IAH,605,613.0,8.0,29.0,642.0,216.0,227.0,193.0,1609,1155.0,5.0,1141,1200.0,19.0,0,0,,11.0,0.0,8.0,0.0,0.0
377,2015,1,1,4,UA,415,N509UA,JFK,SFO,605,605.0,0.0,20.0,625.0,404.0,400.0,368.0,2586,933.0,12.0,949,945.0,-4.0,0,0,,,,,,
378,2015,1,1,4,US,647,N664AW,BOS,PHX,605,614.0,9.0,14.0,628.0,369.0,373.0,355.0,2300,1023.0,4.0,1014,1027.0,13.0,0,0,,,,,,
379,2015,1,1,4,US,829,N723UW,BOS,CLT,605,601.0,-4.0,25.0,626.0,147.0,148.0,120.0,728,826.0,3.0,832,829.0,-3.0,0,0,,,,,,
380,2015,1,1,4,US,1743,N839AW,DTW,MIA,605,601.0,-4.0,12.0,613.0,186.0,164.0,147.0,1145,840.0,5.0,911,845.0,-26.0,0,0,,,,,,
381,2015,1,1,4,UA,1023,N73276,FLL,EWR,605,600.0,-5.0,13.0,613.0,174.0,169.0,150.0,1065,843.0,6.0,859,849.0,-10.0,0,0,,,,,,
382,2015,1,1,4,WN,2505,N467WN,GEG,DEN,605,604.0,-1.0,14.0,618.0,140.0,132.0,111.0,836,909.0,7.0,925,916.0,-9.0,0,0,,,,,,
383,2015,1,1,4,WN,239,N653SW,SAT,STL,605,559.0,-6.0,9.0,608.0,120.0,104.0,91.0,786,739.0,4.0,805,743.0,-22.0,0,0,,,,,,
384,2015,1,1,4,WN,474,N614SW,ONT,DEN,605,609.0,4.0,13.0,622.0,140.0,136.0,116.0,819,918.0,7.0,925,925.0,0.0,0,0,,,,,,
385,2015,1,1,4,UA,1245,N39726,CLE,EWR,605,602.0,-3.0,10.0,612.0,91.0,73.0,55.0,404,707.0,8.0,736,715.0,-21.0,0,0,,,,,,
386,2015,1,1,4,US,560,N663AW,DFW,PHX,605,612.0,7.0,15.0,627.0,157.0,158.0,140.0,868,747.0,3.0,742,750.0,8.0,0,0,,,,,,
387,2015,1,1,4,AA,310,N201AA,MFE,DFW,605,,,,,95.0,,,469,,,740,,,0,1,B,,,,,
388,2015,1,1,4,AA,375,N4WLAA,STL,DFW,605,557.0,-8.0,15.0,612.0,120.0,111.0,90.0,550,742.0,6.0,805,748.0,-17.0,0,0,,,,,,
389,2015,1,1,4,AA,378,N3BGAA,SJU,MIA,605,557.0,-8.0,17.0,614.0,165.0,184.0,147.0,1045,741.0,20.0,750,801.0,11.0,0,0,,,,,,
390,2015,1,1,4,AA,1291,N4XYAA,MKE,DFW,605,605.0,0.0,14.0,619.0,175.0,164.0,138.0,853,837.0,12.0,900,849.0,-11.0,0,0,,,,,,
391,2015,1,1,4,AS,320,N622AS,SEA,SFO,605,602.0,-3.0,21.0,623.0,125.0,125.0,97.0,679,800.0,7.0,810,807.0,-3.0,0,0,,,,,,
392,2015,1,1,4,AS,602,N407AS,SEA,LAS,605,602.0,-3.0,23.0,625.0,140.0,143.0,115.0,867,820.0,5.0,825,825.0,0.0,0,0,,,,,,
393,2015,1,1,4,B6,233,N247JB,BTV,JFK,605,553.0,-12.0,12.0,605.0,88.0,84.0,50.0,266,655.0,22.0,733,717.0,-16.0,0,0,,,,,,
394,2015,1,1,4,B6,601,N559JB,JFK,FLL,605,603.0,-2.0,17.0,620.0,188.0,188.0,148.0,1069,848.0,23.0,913,911.0,-2.0,0,0,,,,,,
395,2015,1,1,4,B6,735,N821JB,SFO,LGB,605,557.0,-8.0,13.0,610.0,81.0,75.0,59.0,354,709.0,3.0,726,712.0,-14.0,0,0,,,,,,
396,2015,1,1,4,B6,922,N809JB,PBI,BOS,605,621.0,16.0,13.0,634.0,172.0,184.0,163.0,1197,917.0,8.0,857,925.0,28.0,0,0,,12.0,0.0,16.0,0.0,0.0
397,2015,1,1,4,B6,1184,N641JB,MCO,JFK,605,600.0,-5.0,17.0,617.0,146.0,161.0,129.0,944,826.0,15.0,831,841.0,10.0,0,0,,,,,,
398,2015,1,1,4,B6,1434,N503JB,SJU,MCO,605,738.0,93.0,12.0,750.0,188.0,183.0,165.0,1189,935.0,6.0,813,941.0,88.0,0,0,,0.0,0.0,0.0,88.0,0.0
399,2015,1,1,4,DL,1065,N975DL,BDL,ATL,605,601.0,-4.0,14.0,615.0,172.0,150.0,130.0,859,825.0,6.0,857,831.0,-26.0,0,0,,,,,,
400,2015,1,1,4,DL,1456,N3759,RDU,ATL,605,701.0,56.0,11.0,712.0,90.0,73.0,57.0,356,809.0,5.0,735,814.0,39.0,0,0,,0.0,0.0,39.0,0.0,0.0
401,2015,1,1,4,DL,1723,N336NB,SFO,SLC,605,604.0,-1.0,15.0,619.0,109.0,108.0,88.0,599,847.0,5.0,854,852.0,-2.0,0,0,,,,,,
402,2015,1,1,4,EV,4642,N14143,TUS,IAH,605,613.0,8.0,29.0,642.0,142.0,153.0,117.0,936,939.0,7.0,927,946.0,19.0,0,0,,11.0,0.0,8.0,0.0,0.0
403,2015,1,1,4,EV,4928,N933EV,PIA,ATL,605,600.0,-5.0,9.0,609.0,116.0,97.0,83.0,565,832.0,5.0,901,837.0,-24.0,0,0,,,,,,
404,2015,1,1,4,F9,609,N223FR,IND,DEN,605,556.0,-9.0,9.0,605.0,177.0,167.0,150.0,977,635.0,8.0,702,643.0,-19.0,0,0,,,,,,
405,2015,1,1,4,F9,821,N920FR,MCI,DEN,605,607.0,2.0,13.0,620.0,109.0,113.0,93.0,533,653.0,7.0,654,700.0,6.0,0,0,,,,,,
406,2015,1,1,4,F9,133,N951FR,DFW,DEN,605,702.0,57.0,18.0,720.0,122.0,117.0,91.0,641,751.0,8.0,707,759.0,52.0,0,0,,0.0,0.0,52.0,0.0,0.0
407,2015,1,1,4,MQ,2881,N907MQ,FSM,DFW,605,,,,,70.0,,,227,,,715,,,0,1,B,,,,,
408,2015,1,1,4,MQ,2771,N667MQ,AEX,DFW,605,,,,,80.0,,,285,,,725,,,0,1,B,,,,,
409,2015,1,1,4,MQ,3288,N838MQ,SPS,DFW,605,,,,,45.0,,,113,,,650,,,0,1,B,,,,,
410,2015,1,1,4,MQ,3328,N640MQ,ACT,DFW,605,,,,,45.0,,,89,,,650,,,0,1,B,,,,,
411,2015,1,1,4,MQ,3408,N625MQ,SJT,DFW,605,,,,,60.0,,,229,,,705,,,0,1,B,,,,,
412,2015,1,1,4,MQ,3643,N923MQ,JAN,DFW,605,,,,,100.0,,,408,,,745,,,0,1,B,,,,,
413,2015,1,1,4,HA,286,N480HA,HNL,OGG,605,600.0,-5.0,12.0,612.0,36.0,40.0,22.0,100,634.0,6.0,641,640.0,-1.0,0,0,,,,,,
414,2015,1,1,4,OO,5181,N788SK,OKC,LAX,605,602.0,-3.0,40.0,642.0,199.0,211.0,165.0,1187,727.0,6.0,724,733.0,9.0,0,0,,,,,,
415,2015,1,1,4,OO,6499,N945SW,FAR,DEN,605,610.0,5.0,32.0,642.0,141.0,133.0,87.0,627,709.0,14.0,726,723.0,-3.0,0,0,,,,,,
416,2015,1,1,4,UA,1160,N76522,SFO,IAH,606,601.0,-5.0,13.0,614.0,233.0,236.0,199.0,1635,1133.0,24.0,1159,1157.0,-2.0,0,0,,,,,,
417,2015,1,1,4,UA,1601,N37466,EWR,FLL,606,558.0,-8.0,13.0,611.0,189.0,160.0,143.0,1065,834.0,4.0,915,838.0,-37.0,0,0,,,,,,
418,2015,1,1,4,OO,6461,N959SW,MTJ,DEN,606,559.0,-7.0,29.0,628.0,69.0,78.0,39.0,196,707.0,10.0,715,717.0,2.0,0,0,,,,,,
419,2015,1,1,4,NK,606,N623NK,RSW,DTW,607,601.0,-6.0,14.0,615.0,166.0,179.0,155.0,1084,850.0,10.0,853,900.0,7.0,0,0,,,,,,
420,2015,1,1,4,OO,7389,N561SW,GCC,RKS,607,602.0,-5.0,12.0,614.0,77.0,73.0,57.0,261,711.0,4.0,724,715.0,-9.0,0,0,,,,,,
421,2015,1,1,4,UA,220,N813UA,MSY,EWR,608,606.0,-2.0,12.0,618.0,172.0,160.0,140.0,1167,938.0,8.0,1000,946.0,-14.0,0,0,,,,,,
422,2015,1,1,4,UA,654,N422UA,ORD,MCO,608,603.0,-5.0,11.0,614.0,163.0,147.0,127.0,1005,921.0,9.0,951,930.0,-21.0,0,0,,,,,,
423,2015,1,1,4,EV,6119,N16951,RIC,ORD,608,608.0,0.0,12.0,620.0,137.0,141.0,123.0,642,723.0,6.0,725,729.0,4.0,0,0,,,,,,
424,2015,1,1,4,OO,5456,N920SW,RDM,SFO,608,559.0,-9.0,14.0,613.0,102.0,88.0,68.0,462,721.0,6.0,750,727.0,-23.0,0,0,,,,,,
425,2015,1,1,4,HA,205,N484HA,OGG,HNL,609,601.0,-8.0,8.0,609.0,32.0,36.0,23.0,100,632.0,5.0,641,637.0,-4.0,0,0,,,,,,
426,2015,1,1,4,OO,4494,N431SW,SJC,SLC,609,559.0,-10.0,31.0,630.0,122.0,144.0,106.0,584,916.0,7.0,911,923.0,12.0,0,0,,,,,,
427,2015,1,1,4,OO,5370,N979SW,ORD,MBS,610,607.0,-3.0,13.0,620.0,66.0,56.0,37.0,222,757.0,6.0,816,803.0,-13.0,0,0,,,,,,
428,2015,1,1,4,US,1709,N677AW,EWR,CLT,610,616.0,6.0,29.0,645.0,121.0,130.0,95.0,529,820.0,6.0,811,826.0,15.0,0,0,,9.0,0.0,6.0,0.0,0.0
429,2015,1,1,4,WN,828,N8303R,PHX,BWI,610,610.0,0.0,12.0,622.0,250.0,226.0,210.0,1999,1152.0,4.0,1220,1156.0,-24.0,0,0,,,,,,
430,2015,1,1,4,UA,1632,N37464,SEA,IAD,610,605.0,-5.0,13.0,618.0,294.0,270.0,252.0,2306,1330.0,5.0,1404,1335.0,-29.0,0,0,,,,,,
431,2015,1,1,4,UA,1725,N72405,LAS,SFO,610,606.0,-4.0,13.0,619.0,96.0,80.0,62.0,414,721.0,5.0,746,726.0,-20.0,0,0,,,,,,
432,2015,1,1,4,AA,168,N5BSAA,DFW,MIA,610,603.0,-7.0,10.0,613.0,163.0,152.0,129.0,1121,922.0,13.0,953,935.0,-18.0,0,0,,,,,,
433,2015,1,1,4,AA,1315,N424AA,BNA,DFW,610,,,,,135.0,,,631,,,825,,,0,1,B,,,,,
434,2015,1,1,4,AA,1336,N3LCAA,PHX,DFW,610,603.0,-7.0,18.0,621.0,135.0,136.0,108.0,868,909.0,10.0,925,919.0,-6.0,0,0,,,,,,
435,2015,1,1,4,AA,1619,N3AMAA,BOS,MIA,610,605.0,-5.0,13.0,618.0,216.0,204.0,179.0,1258,917.0,12.0,946,929.0,-17.0,0,0,,,,,,
436,2015,1,1,4,AA,1686,N4XXAA,LAX,STL,610,609.0,-1.0,19.0,628.0,215.0,205.0,183.0,1592,1131.0,3.0,1145,1134.0,-11.0,0,0,,,,,,
437,2015,1,1,4,AS,345,N469AS,OAK,SEA,610,608.0,-2.0,13.0,621.0,119.0,113.0,95.0,671,756.0,5.0,809,801.0,-8.0,0,0,,,,,,
438,2015,1,1,4,AS,454,N442AS,SEA,LAX,610,611.0,1.0,19.0,630.0,155.0,150.0,122.0,954,832.0,9.0,845,841.0,-4.0,0,0,,,,,,
439,2015,1,1,4,B6,57,N348JB,BOS,IAD,610,603.0,-7.0,18.0,621.0,111.0,94.0,73.0,413,734.0,3.0,801,737.0,-24.0,0,0,,,,,,
440,2015,1,1,4,B6,24,N923JB,LAX,JFK,610,620.0,10.0,10.0,630.0,314.0,293.0,279.0,2475,1409.0,4.0,1424,1413.0,-11.0,0,0,,,,,,
441,2015,1,1,4,B6,1279,N355JB,DCA,FLL,610,603.0,-7.0,16.0,619.0,155.0,148.0,126.0,899,825.0,6.0,845,831.0,-14.0,0,0,,,,,,
442,2015,1,1,4,B6,1836,N281JB,DTW,BOS,610,603.0,-7.0,12.0,615.0,118.0,90.0,74.0,632,729.0,4.0,808,733.0,-35.0,0,0,,,,,,
443,2015,1,1,4,AA,1361,N3KYAA,BNA,LAX,610,607.0,-3.0,10.0,617.0,285.0,280.0,255.0,1797,832.0,15.0,855,847.0,-8.0,0,0,,,,,,
444,2015,1,1,4,DL,327,N692DL,PHL,ATL,610,608.0,-2.0,16.0,624.0,155.0,126.0,103.0,666,807.0,7.0,845,814.0,-31.0,0,0,,,,,,
445,2015,1,1,4,DL,1492,N819DN,PHX,MSP,610,756.0,106.0,20.0,816.0,186.0,173.0,145.0,1276,1141.0,8.0,1016,1149.0,93.0,0,0,,0.0,0.0,0.0,0.0,93.0
